"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/13 15:49:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/13 15:49:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/13 15:49:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/13 15:49:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/13 15:49:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/13 15:49:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/13 15:49:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/13 15:49:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/13 15:49:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/13 15:49:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/13 15:49:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/13 15:49:00","3","3","1","-99","-99","S","-99"
"65000V006200","2016/08/13 15:49:00","0","1","0","61","3","L","1"
"65000V006200","2016/08/13 15:49:00","0","1","0","61","3","S","5"
"65000V006200","2016/08/13 15:49:00","0","2","0","43","8","L","1"
"65000V006200","2016/08/13 15:49:00","0","2","0","43","8","S","9"
"65000V006200","2016/08/13 15:49:00","0","0","0","49","11","L","0"
"65000V006200","2016/08/13 15:49:00","0","0","0","49","11","S","20"
"65000V008130","2016/08/13 15:49:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/13 15:49:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/13 15:49:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/13 15:49:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/13 15:49:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/13 15:49:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/13 15:49:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/13 15:49:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/13 15:49:00","0","1","0","73","0","L","0"
"65000V008940","2016/08/13 15:49:00","0","1","0","73","0","S","2"
"65000V008940","2016/08/13 15:49:00","0","0","0","72","0","L","0"
"65000V008940","2016/08/13 15:49:00","0","0","0","72","0","S","2"
"65000V008940","2016/08/13 15:49:00","0","2","0","62","1","L","1"
"65000V008940","2016/08/13 15:49:00","0","2","0","62","1","S","3"
"65000V008940","2016/08/13 15:49:00","0","3","1","75","1","L","0"
"65000V008940","2016/08/13 15:49:00","0","3","1","75","1","S","3"
"65000V008940","2016/08/13 15:49:00","0","5","1","65","3","L","4"
"65000V008940","2016/08/13 15:49:00","0","5","1","65","3","S","5"
"65000V008940","2016/08/13 15:49:00","0","4","1","65","4","L","6"
"65000V008940","2016/08/13 15:49:00","0","4","1","65","4","S","5"
"65000V009560","2016/08/13 15:49:00","0","0","0","72","1","L","0"
"65000V009560","2016/08/13 15:49:00","0","0","0","72","1","S","3"
"65000V009560","2016/08/13 15:49:00","0","1","0","64","2","L","0"
"65000V009560","2016/08/13 15:49:00","0","1","0","64","2","S","7"
"65000V009560","2016/08/13 15:49:00","0","3","1","66","1","L","0"
"65000V009560","2016/08/13 15:49:00","0","3","1","66","1","S","2"
"65000V009560","2016/08/13 15:49:00","0","2","1","66","1","L","0"
"65000V009560","2016/08/13 15:49:00","0","2","1","66","1","S","3"
"65000V009850","2016/08/13 15:49:00","3","0","0","-99","-99","L","-99"
"65000V009850","2016/08/13 15:49:00","3","0","0","-99","-99","S","-99"
"65000V009850","2016/08/13 15:49:00","3","1","0","-99","-99","L","-99"
"65000V009850","2016/08/13 15:49:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/13 15:49:00","3","0","0","-99","-99","L","-99"
"65000V010000","2016/08/13 15:49:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/13 15:49:00","3","1","0","-99","-99","L","-99"
"65000V010000","2016/08/13 15:49:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/13 15:49:00","3","3","1","-99","-99","L","-99"
"65000V010000","2016/08/13 15:49:00","3","3","1","-99","-99","S","-99"
"65000V010000","2016/08/13 15:49:00","3","2","1","-99","-99","L","-99"
"65000V010000","2016/08/13 15:49:00","3","2","1","-99","-99","S","-99"
"65000V010010","2016/08/13 15:49:00","0","1","0","0","0","L","0"
"65000V010010","2016/08/13 15:49:00","0","1","0","0","0","S","0"
"65000V010010","2016/08/13 15:49:00","0","0","0","55","1","L","0"
"65000V010010","2016/08/13 15:49:00","0","0","0","55","1","S","1"
"65000V010200","2016/08/13 15:49:00","0","0","0","59","3","L","0"
"65000V010200","2016/08/13 15:49:00","0","0","0","59","3","S","7"
"65000V010200","2016/08/13 15:49:00","0","1","1","63","2","L","0"
"65000V010200","2016/08/13 15:49:00","0","1","1","63","2","S","7"
"65000V010240","2016/08/13 15:49:00","3","0","0","-99","-99","L","-99"
"65000V010240","2016/08/13 15:49:00","3","0","0","-99","-99","S","-99"
"65000V010240","2016/08/13 15:49:00","3","1","1","-99","-99","L","-99"
