"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/11 07:29:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/11 07:29:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/11 07:29:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/11 07:29:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/11 07:29:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/11 07:29:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/11 07:29:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/11 07:29:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/11 07:29:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/11 07:29:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/11 07:29:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/11 07:29:00","3","5","1","-99","-99","S","-99"
"65000V006200","2016/08/11 07:29:00","0","1","0","62","2","L","0"
"65000V006200","2016/08/11 07:29:00","0","1","0","62","2","S","6"
"65000V006200","2016/08/11 07:29:00","0","2","0","42","6","L","1"
"65000V006200","2016/08/11 07:29:00","0","2","0","42","6","S","9"
"65000V006200","2016/08/11 07:29:00","0","0","0","37","19","L","1"
"65000V006200","2016/08/11 07:29:00","0","0","0","37","19","S","25"
"65000V008130","2016/08/11 07:29:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/11 07:29:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/11 07:29:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/11 07:29:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/11 07:29:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/11 07:29:00","3","3","1","-99","-99","S","-99"
"65000V008130","2016/08/11 07:29:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/11 07:29:00","3","2","1","-99","-99","S","-99"
"65000V008940","2016/08/11 07:29:00","0","1","0","65","2","L","2"
"65000V008940","2016/08/11 07:29:00","0","1","0","65","2","S","6"
"65000V008940","2016/08/11 07:29:00","0","2","0","60","4","L","6"
"65000V008940","2016/08/11 07:29:00","0","2","0","60","4","S","4"
"65000V008940","2016/08/11 07:29:00","0","0","0","50","9","L","5"
"65000V008940","2016/08/11 07:29:00","0","0","0","50","9","S","1"
"65000V008940","2016/08/11 07:29:00","0","5","1","68","2","L","1"
"65000V008940","2016/08/11 07:29:00","0","5","1","68","2","S","4"
"65000V008940","2016/08/11 07:29:00","0","3","1","73","2","L","0"
"65000V008940","2016/08/11 07:29:00","0","3","1","73","2","S","11"
"65000V008940","2016/08/11 07:29:00","0","4","1","64","5","L","6"
"65000V008940","2016/08/11 07:29:00","0","4","1","64","5","S","8"
"65000V009560","2016/08/11 07:29:00","0","1","0","64","2","L","0"
"65000V009560","2016/08/11 07:29:00","0","1","0","64","2","S","6"
"65000V009560","2016/08/11 07:29:00","0","0","0","54","2","L","1"
"65000V009560","2016/08/11 07:29:00","0","0","0","54","2","S","2"
"65000V009560","2016/08/11 07:29:00","0","2","1","58","1","L","0"
"65000V009560","2016/08/11 07:29:00","0","2","1","58","1","S","3"
"65000V009560","2016/08/11 07:29:00","0","3","1","56","2","L","0"
"65000V009560","2016/08/11 07:29:00","0","3","1","56","2","S","5"
"65000V009850","2016/08/11 07:29:00","3","0","0","-99","-99","L","-99"
"65000V009850","2016/08/11 07:29:00","3","0","0","-99","-99","S","-99"
"65000V009850","2016/08/11 07:29:00","3","1","0","-99","-99","L","-99"
"65000V009850","2016/08/11 07:29:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/11 07:29:00","3","1","0","-99","-99","L","-99"
"65000V010000","2016/08/11 07:29:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/11 07:29:00","3","0","0","-99","-99","L","-99"
"65000V010000","2016/08/11 07:29:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/11 07:29:00","3","3","1","-99","-99","L","-99"
"65000V010000","2016/08/11 07:29:00","3","3","1","-99","-99","S","-99"
"65000V010000","2016/08/11 07:29:00","3","2","1","-99","-99","L","-99"
"65000V010000","2016/08/11 07:29:00","3","2","1","-99","-99","S","-99"
"65000V010010","2016/08/11 07:29:00","0","1","0","0","0","L","0"
"65000V010010","2016/08/11 07:29:00","0","1","0","0","0","S","0"
"65000V010010","2016/08/11 07:29:00","0","0","0","48","1","L","0"
"65000V010010","2016/08/11 07:29:00","0","0","0","48","1","S","1"
"65000V010200","2016/08/11 07:29:00","0","0","0","50","5","L","0"
"65000V010200","2016/08/11 07:29:00","0","0","0","50","5","S","8"
"65000V010200","2016/08/11 07:29:00","0","1","1","53","2","L","0"
"65000V010200","2016/08/11 07:29:00","0","1","1","53","2","S","4"
"65000V010240","2016/08/11 07:29:00","3","0","0","-99","-99","L","-99"
"65000V010240","2016/08/11 07:29:00","3","0","0","-99","-99","S","-99"
"65000V010240","2016/08/11 07:29:00","3","1","1","-99","-99","L","-99"
"65000V010240","2016/08/11 07:29:00","3","1","1","-99","-99","S","-99"
"65000V015000","2016/08/11 07:29:00","0","1","0","43","2","L","0"
"65000V015000","2016/08/11 07:29:00","0","1","0","43","2","S","3"
"65000V015000","2016/08/11 07:29:00","0","2","0","42","6","L","3"
"65000V015000","2016/08/11 07:29:00","0","2","0","42","6","S","2"
"65000V015000","2016/08/11 07:29:00","0","0","0","43","16","L","4"
"65000V015000","2016/08/11 07:29:00","0","0","0","43","16","S","5"
"65000V015000","2016/08/11 07:29:00","0","4","1","45","2","L","0"
"65000V015000","2016/08/11 07:29:00","0","4","1","45","2","S","2"
"65000V015000","2016/08/11 07:29:00","0","5","1","41","2","L","1"
"65000V015000","2016/08/11 07:29:00","0","5","1","41","2","S","1"
"65000V015000","2016/08/11 07:29:00","0","3","1","49","2","L","0"
"65000V015000","2016/08/11 07:29:00","0","3","1","49","2","S","4"
"65000V015640","2016/08/11 07:29:00","0","0","0","43","6","L","0"
"65000V015640","2016/08/11 07:29:00","0","0","0","43","6","S","13"
"65000V015640","2016/08/11 07:29:00","0","1","0","46","6","L","0"
"65000V015640","2016/08/11 07:29:00","0","1","0","46","6","S","16"
"65000V015640","2016/08/11 07:29:00","0","2","0","48","10","L","0"
"65000V015640","2016/08/11 07:29:00","0","2","0","48","10","S","17"
"65000V015640","2016/08/11 07:29:00","0","4","1","41","3","L","0"
"65000V015640","2016/08/11 07:29:00","0","4","1","41","3","S","5"
"65000V015640","2016/08/11 07:29:00","0","3","1","53","3","L","0"
