"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/08 10:59:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/08 10:59:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/08 10:59:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/08 10:59:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/08 10:59:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/08 10:59:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/08 10:59:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/08 10:59:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/08 10:59:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/08 10:59:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/08 10:59:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/08 10:59:00","3","4","1","-99","-99","S","-99"
"65000V006200","2016/08/08 10:59:00","0","1","0","49","8","L","0"
"65000V006200","2016/08/08 10:59:00","0","1","0","49","8","S","15"
"65000V006200","2016/08/08 10:59:00","0","2","0","38","13","L","2"
"65000V006200","2016/08/08 10:59:00","0","2","0","38","13","S","13"
"65000V006200","2016/08/08 10:59:00","0","0","0","46","15","L","0"
"65000V006200","2016/08/08 10:59:00","0","0","0","46","15","S","27"
"65000V008130","2016/08/08 10:59:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/08 10:59:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/08 10:59:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/08 10:59:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/08 10:59:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/08 10:59:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/08 10:59:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/08 10:59:00","3","3","1","-99","-99","S","-99"
