"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/12 16:49:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/12 16:49:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/12 16:49:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/12 16:49:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/12 16:49:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/12 16:49:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/12 16:49:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/12 16:49:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/12 16:49:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/12 16:49:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/12 16:49:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/12 16:49:00","3","3","1","-99","-99","S","-99"
"65000V006200","2016/08/12 16:49:00","0","1","0","52","10","L","2"
"65000V006200","2016/08/12 16:49:00","0","1","0","52","10","S","14"
"65000V006200","2016/08/12 16:49:00","0","2","0","43","14","L","6"
"65000V006200","2016/08/12 16:49:00","0","2","0","43","14","S","5"
"65000V006200","2016/08/12 16:49:00","0","0","0","37","22","L","4"
"65000V006200","2016/08/12 16:49:00","0","0","0","37","22","S","20"
"65000V008130","2016/08/12 16:49:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/12 16:49:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/12 16:49:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/12 16:49:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/12 16:49:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/12 16:49:00","3","3","1","-99","-99","S","-99"
"65000V008130","2016/08/12 16:49:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/12 16:49:00","3","2","1","-99","-99","S","-99"
"65000V008940","2016/08/12 16:49:00","0","2","0","71","1","L","0"
"65000V008940","2016/08/12 16:49:00","0","2","0","71","1","S","4"
"65000V008940","2016/08/12 16:49:00","0","1","0","64","1","L","2"
"65000V008940","2016/08/12 16:49:00","0","1","0","64","1","S","2"
"65000V008940","2016/08/12 16:49:00","0","0","0","52","2","L","2"
"65000V008940","2016/08/12 16:49:00","0","0","0","52","2","S","0"
"65000V008940","2016/08/12 16:49:00","0","3","1","63","5","L","6"
"65000V008940","2016/08/12 16:49:00","0","3","1","63","5","S","8"
"65000V008940","2016/08/12 16:49:00","0","4","1","57","6","L","10"
"65000V008940","2016/08/12 16:49:00","0","4","1","57","6","S","4"
