"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/11 10:39:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/11 10:39:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/11 10:39:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/11 10:39:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/11 10:39:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/11 10:39:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/11 10:39:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/11 10:39:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/11 10:39:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/11 10:39:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/11 10:39:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/11 10:39:00","3","5","1","-99","-99","S","-99"
"65000V006200","2016/08/11 10:39:00","0","1","0","43","10","L","1"
"65000V006200","2016/08/11 10:39:00","0","1","0","43","10","S","13"
"65000V006200","2016/08/11 10:39:00","0","2","0","46","14","L","4"
"65000V006200","2016/08/11 10:39:00","0","2","0","46","14","S","15"
"65000V006200","2016/08/11 10:39:00","0","0","0","44","16","L","3"
"65000V006200","2016/08/11 10:39:00","0","0","0","44","16","S","19"
"65000V008130","2016/08/11 10:39:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/11 10:39:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/11 10:39:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/11 10:39:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/11 10:39:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/11 10:39:00","3","3","1","-99","-99","S","-99"
"65000V008130","2016/08/11 10:39:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/11 10:39:00","3","2","1","-99","-99","S","-99"
"65000V008940","2016/08/11 10:39:00","0","0","0","66","1","L","1"
"65000V008940","2016/08/11 10:39:00","0","0","0","66","1","S","3"
"65000V008940","2016/08/11 10:39:00","0","1","0","63","3","L","4"
"65000V008940","2016/08/11 10:39:00","0","1","0","63","3","S","4"
"65000V008940","2016/08/11 10:39:00","0","2","0","59","6","L","7"
"65000V008940","2016/08/11 10:39:00","0","2","0","59","6","S","7"
"65000V008940","2016/08/11 10:39:00","0","3","1","72","1","L","0"
"65000V008940","2016/08/11 10:39:00","0","3","1","72","1","S","4"
"65000V008940","2016/08/11 10:39:00","0","5","1","63","1","L","3"
"65000V008940","2016/08/11 10:39:00","0","5","1","63","1","S","1"
"65000V008940","2016/08/11 10:39:00","0","4","1","63","4","L","6"
"65000V008940","2016/08/11 10:39:00","0","4","1","63","4","S","4"
"65000V009560","2016/08/11 10:39:00","0","0","0","69","0","L","0"
"65000V009560","2016/08/11 10:39:00","0","0","0","69","0","S","1"
"65000V009560","2016/08/11 10:39:00","0","1","0","62","2","L","0"
"65000V009560","2016/08/11 10:39:00","0","1","0","62","2","S","5"
"65000V009560","2016/08/11 10:39:00","0","2","1","67","0","L","0"
"65000V009560","2016/08/11 10:39:00","0","2","1","67","0","S","2"
"65000V009560","2016/08/11 10:39:00","0","3","1","64","0","L","0"
"65000V009560","2016/08/11 10:39:00","0","3","1","64","0","S","1"
"65000V009850","2016/08/11 10:39:00","3","1","0","-99","-99","L","-99"
"65000V009850","2016/08/11 10:39:00","3","1","0","-99","-99","S","-99"
"65000V009850","2016/08/11 10:39:00","3","0","0","-99","-99","L","-99"
"65000V009850","2016/08/11 10:39:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/11 10:39:00","3","0","0","-99","-99","L","-99"
"65000V010000","2016/08/11 10:39:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/11 10:39:00","3","1","0","-99","-99","L","-99"
"65000V010000","2016/08/11 10:39:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/11 10:39:00","3","3","1","-99","-99","L","-99"
"65000V010000","2016/08/11 10:39:00","3","3","1","-99","-99","S","-99"
"65000V010000","2016/08/11 10:39:00","3","2","1","-99","-99","L","-99"
"65000V010000","2016/08/11 10:39:00","3","2","1","-99","-99","S","-99"
"65000V010010","2016/08/11 10:39:00","0","0","0","59","1","L","0"
"65000V010010","2016/08/11 10:39:00","0","0","0","59","1","S","1"
"65000V010010","2016/08/11 10:39:00","0","1","0","32","1","L","1"
"65000V010010","2016/08/11 10:39:00","0","1","0","32","1","S","0"
"65000V010200","2016/08/11 10:39:00","0","0","0","57","3","L","0"
"65000V010200","2016/08/11 10:39:00","0","0","0","57","3","S","8"
"65000V010200","2016/08/11 10:39:00","0","1","1","52","4","L","0"
"65000V010200","2016/08/11 10:39:00","0","1","1","52","4","S","9"
"65000V010240","2016/08/11 10:39:00","3","0","0","-99","-99","L","-99"
"65000V010240","2016/08/11 10:39:00","3","0","0","-99","-99","S","-99"
"65000V010240","2016/08/11 10:39:00","3","1","1","-99","-99","L","-99"
"65000V010240","2016/08/11 10:39:00","3","1","1","-99","-99","S","-99"
"65000V015000","2016/08/11 10:39:00","0","1","0","45","11","L","3"
"65000V015000","2016/08/11 10:39:00","0","1","0","45","11","S","12"
"65000V015000","2016/08/11 10:39:00","0","0","0","50","11","L","2"
"65000V015000","2016/08/11 10:39:00","0","0","0","50","11","S","17"
"65000V015000","2016/08/11 10:39:00","0","2","0","40","12","L","3"
"65000V015000","2016/08/11 10:39:00","0","2","0","40","12","S","10"
"65000V015000","2016/08/11 10:39:00","0","3","1","49","6","L","2"
"65000V015000","2016/08/11 10:39:00","0","3","1","49","6","S","5"
"65000V015000","2016/08/11 10:39:00","0","4","1","36","11","L","2"
"65000V015000","2016/08/11 10:39:00","0","4","1","36","11","S","14"
"65000V015000","2016/08/11 10:39:00","0","5","1","40","17","L","6"
"65000V015000","2016/08/11 10:39:00","0","5","1","40","17","S","7"
"65000V015640","2016/08/11 10:39:00","0","1","0","48","3","L","0"
"65000V015640","2016/08/11 10:39:00","0","1","0","48","3","S","5"
"65000V015640","2016/08/11 10:39:00","0","0","0","46","7","L","0"
"65000V015640","2016/08/11 10:39:00","0","0","0","46","7","S","12"
"65000V015640","2016/08/11 10:39:00","0","2","0","41","18","L","2"
"65000V015640","2016/08/11 10:39:00","0","2","0","41","18","S","16"
"65000V015640","2016/08/11 10:39:00","0","4","1","53","3","L","0"
"65000V015640","2016/08/11 10:39:00","0","4","1","53","3","S","4"
"65000V015640","2016/08/11 10:39:00","0","3","1","53","7","L","1"
"65000V015640","2016/08/11 10:39:00","0","3","1","53","7","S","8"
"65000V015640","2016/08/11 10:39:00","0","5","1","65","14","L","0"
"65000V015640","2016/08/11 10:39:00","0","5","1","65","14","S","31"
"65000V017200","2016/08/11 10:39:00","0","0","0","50","4","L","0"
"65000V017200","2016/08/11 10:39:00","0","0","0","50","4","S","10"
"65000V017200","2016/08/11 10:39:00","0","1","1","44","5","L","0"
"65000V017200","2016/08/11 10:39:00","0","1","1","44","5","S","10"
"65000V021150","2016/08/11 10:39:00","0","2","0","65","0","L","0"
"65000V021150","2016/08/11 10:39:00","0","2","0","65","0","S","0"
"65000V021150","2016/08/11 10:39:00","0","1","0","49","0","L","0"
"65000V021150","2016/08/11 10:39:00","0","1","0","49","0","S","0"
"65000V021150","2016/08/11 10:39:00","0","0","0","49","0","L","0"
"65000V021150","2016/08/11 10:39:00","0","0","0","49","0","S","0"
"65000V021150","2016/08/11 10:39:00","0","5","1","38","0","L","0"
"65000V021150","2016/08/11 10:39:00","0","5","1","38","0","S","0"
"65000V021150","2016/08/11 10:39:00","0","3","1","43","2","L","1"
"65000V021150","2016/08/11 10:39:00","0","3","1","43","2","S","0"
"65000V021150","2016/08/11 10:39:00","0","4","1","43","3","L","1"
"65000V021150","2016/08/11 10:39:00","0","4","1","43","3","S","0"
"65000V022250","2016/08/11 10:39:00","0","0","0","47","1","L","0"
"65000V022250","2016/08/11 10:39:00","0","0","0","47","1","S","3"
"65000V022250","2016/08/11 10:39:00","0","1","0","45","8","L","0"
"65000V022250","2016/08/11 10:39:00","0","1","0","45","8","S","14"
"65000V022250","2016/08/11 10:39:00","0","3","1","42","5","L","3"
"65000V022250","2016/08/11 10:39:00","0","3","1","42","5","S","1"
"65000V022250","2016/08/11 10:39:00","0","2","1","40","8","L","0"
"65000V022250","2016/08/11 10:39:00","0","2","1","40","8","S","11"
"65000V026110","2016/08/11 10:39:00","0","1","0","44","6","L","3"
"65000V026110","2016/08/11 10:39:00","0","1","0","44","6","S","2"
"65000V026110","2016/08/11 10:39:00","0","0","0","36","14","L","3"
"65000V026110","2016/08/11 10:39:00","0","0","0","36","14","S","3"
"65000V026160","2016/08/11 10:39:00","0","0","0","60","2","L","1"
"65000V026160","2016/08/11 10:39:00","0","0","0","60","2","S","1"
"65000V026160","2016/08/11 10:39:00","0","1","0","49","3","L","1"
"65000V026160","2016/08/11 10:39:00","0","1","0","49","3","S","1"
"65000V026160","2016/08/11 10:39:00","0","2","1","58","2","L","0"
"65000V026160","2016/08/11 10:39:00","0","2","1","58","2","S","4"
"65000V026160","2016/08/11 10:39:00","0","3","1","59","4","L","1"
"65000V026160","2016/08/11 10:39:00","0","3","1","59","4","S","5"
"65000V026340","2016/08/11 10:39:00","0","3","0","54","7","L","2"
"65000V026340","2016/08/11 10:39:00","0","3","0","54","7","S","3"
"65000V026340","2016/08/11 10:39:00","0","0","0","56","11","L","1"
"65000V026340","2016/08/11 10:39:00","0","0","0","56","11","S","5"
"65000V026340","2016/08/11 10:39:00","0","1","0","33","21","L","3"
"65000V026340","2016/08/11 10:39:00","0","1","0","33","21","S","2"
"65000V026340","2016/08/11 10:39:00","0","2","0","33","37","L","5"
"65000V026340","2016/08/11 10:39:00","0","2","0","33","37","S","6"
"65000V026471","2016/08/11 10:39:00","3","3","0","-99","-99","L","-99"
"65000V026471","2016/08/11 10:39:00","3","3","0","-99","-99","S","-99"
"65000V026471","2016/08/11 10:39:00","3","1","0","-99","-99","L","-99"
