"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/11 07:59:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/11 07:59:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/11 07:59:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/11 07:59:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/11 07:59:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/11 07:59:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/11 07:59:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/11 07:59:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/11 07:59:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/11 07:59:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/11 07:59:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/11 07:59:00","3","4","1","-99","-99","S","-99"
"65000V006200","2016/08/11 07:59:00","0","1","0","48","12","L","2"
"65000V006200","2016/08/11 07:59:00","0","1","0","48","12","S","12"
"65000V006200","2016/08/11 07:59:00","0","2","0","54","14","L","6"
"65000V006200","2016/08/11 07:59:00","0","2","0","54","14","S","12"
"65000V006200","2016/08/11 07:59:00","0","0","0","35","19","L","0"
"65000V006200","2016/08/11 07:59:00","0","0","0","35","19","S","29"
"65000V008130","2016/08/11 07:59:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/11 07:59:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/11 07:59:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/11 07:59:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/11 07:59:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/11 07:59:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/11 07:59:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/11 07:59:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/11 07:59:00","0","0","0","69","1","L","1"
"65000V008940","2016/08/11 07:59:00","0","0","0","69","1","S","4"
"65000V008940","2016/08/11 07:59:00","0","1","0","69","3","L","2"
