"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/09 08:59:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/09 08:59:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/09 08:59:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/09 08:59:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/09 08:59:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/09 08:59:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/09 08:59:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/09 08:59:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/09 08:59:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/09 08:59:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/09 08:59:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/09 08:59:00","3","4","1","-99","-99","S","-99"
"65000V006200","2016/08/09 08:59:00","0","1","0","42","7","L","3"
"65000V006200","2016/08/09 08:59:00","0","1","0","42","7","S","5"
"65000V006200","2016/08/09 08:59:00","0","2","0","47","22","L","8"
"65000V006200","2016/08/09 08:59:00","0","2","0","47","22","S","18"
"65000V006200","2016/08/09 08:59:00","0","0","0","29","23","L","2"
"65000V006200","2016/08/09 08:59:00","0","0","0","29","23","S","22"
"65000V008130","2016/08/09 08:59:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/09 08:59:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/09 08:59:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/09 08:59:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/09 08:59:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/09 08:59:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/09 08:59:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/09 08:59:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/09 08:59:00","0","0","0","69","3","L","1"
"65000V008940","2016/08/09 08:59:00","0","0","0","69","3","S","4"
"65000V008940","2016/08/09 08:59:00","0","2","0","66","3","L","4"
"65000V008940","2016/08/09 08:59:00","0","2","0","66","3","S","7"
"65000V008940","2016/08/09 08:59:00","0","1","0","69","4","L","4"
"65000V008940","2016/08/09 08:59:00","0","1","0","69","4","S","8"
"65000V008940","2016/08/09 08:59:00","0","5","1","68","1","L","1"
"65000V008940","2016/08/09 08:59:00","0","5","1","68","1","S","4"
"65000V008940","2016/08/09 08:59:00","0","4","1","63","2","L","2"
"65000V008940","2016/08/09 08:59:00","0","4","1","63","2","S","3"
"65000V008940","2016/08/09 08:59:00","0","3","1","68","2","L","2"
"65000V008940","2016/08/09 08:59:00","0","3","1","68","2","S","5"
"65000V009560","2016/08/09 08:59:00","0","0","0","74","0","L","0"
"65000V009560","2016/08/09 08:59:00","0","0","0","74","0","S","2"
"65000V009560","2016/08/09 08:59:00","0","1","0","68","1","L","0"
"65000V009560","2016/08/09 08:59:00","0","1","0","68","1","S","3"
"65000V009560","2016/08/09 08:59:00","0","2","1","68","1","L","0"
"65000V009560","2016/08/09 08:59:00","0","2","1","68","1","S","2"
"65000V009560","2016/08/09 08:59:00","0","3","1","65","1","L","0"
"65000V009560","2016/08/09 08:59:00","0","3","1","65","1","S","3"
"65000V009850","2016/08/09 08:59:00","3","0","0","-99","-99","L","-99"
"65000V009850","2016/08/09 08:59:00","3","0","0","-99","-99","S","-99"
"65000V009850","2016/08/09 08:59:00","3","1","0","-99","-99","L","-99"
"65000V009850","2016/08/09 08:59:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/09 08:59:00","3","1","0","-99","-99","L","-99"
"65000V010000","2016/08/09 08:59:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/09 08:59:00","3","0","0","-99","-99","L","-99"
"65000V010000","2016/08/09 08:59:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/09 08:59:00","3","2","1","-99","-99","L","-99"
"65000V010000","2016/08/09 08:59:00","3","2","1","-99","-99","S","-99"
"65000V010000","2016/08/09 08:59:00","3","3","1","-99","-99","L","-99"
"65000V010000","2016/08/09 08:59:00","3","3","1","-99","-99","S","-99"
"65000V010010","2016/08/09 08:59:00","0","0","0","56","1","L","0"
"65000V010010","2016/08/09 08:59:00","0","0","0","56","1","S","2"
"65000V010010","2016/08/09 08:59:00","0","1","0","58","1","L","0"
"65000V010010","2016/08/09 08:59:00","0","1","0","58","1","S","2"
"65000V010200","2016/08/09 08:59:00","0","0","0","55","6","L","0"
"65000V010200","2016/08/09 08:59:00","0","0","0","55","6","S","14"
"65000V010200","2016/08/09 08:59:00","0","1","1","61","3","L","0"
"65000V010200","2016/08/09 08:59:00","0","1","1","61","3","S","8"
"65000V010240","2016/08/09 08:59:00","3","0","0","-99","-99","L","-99"
"65000V010240","2016/08/09 08:59:00","3","0","0","-99","-99","S","-99"
"65000V010240","2016/08/09 08:59:00","3","1","1","-99","-99","L","-99"
"65000V010240","2016/08/09 08:59:00","3","1","1","-99","-99","S","-99"
"65000V015000","2016/08/09 08:59:00","0","0","0","40","7","L","1"
"65000V015000","2016/08/09 08:59:00","0","0","0","40","7","S","9"
"65000V015000","2016/08/09 08:59:00","0","2","0","48","7","L","1"
"65000V015000","2016/08/09 08:59:00","0","2","0","48","7","S","9"
"65000V015000","2016/08/09 08:59:00","0","1","0","48","8","L","1"
"65000V015000","2016/08/09 08:59:00","0","1","0","48","8","S","14"
"65000V015000","2016/08/09 08:59:00","0","3","1","0","0","L","0"
"65000V015000","2016/08/09 08:59:00","0","3","1","0","0","S","0"
"65000V015000","2016/08/09 08:59:00","0","5","1","41","10","L","4"
"65000V015000","2016/08/09 08:59:00","0","5","1","41","10","S","7"
"65000V015000","2016/08/09 08:59:00","0","4","1","40","13","L","1"
"65000V015000","2016/08/09 08:59:00","0","4","1","40","13","S","16"
"65000V015640","2016/08/09 08:59:00","0","1","0","57","3","L","0"
"65000V015640","2016/08/09 08:59:00","0","1","0","57","3","S","8"
"65000V015640","2016/08/09 08:59:00","0","0","0","51","11","L","0"
"65000V015640","2016/08/09 08:59:00","0","0","0","51","11","S","14"
"65000V015640","2016/08/09 08:59:00","0","2","0","41","13","L","1"
"65000V015640","2016/08/09 08:59:00","0","2","0","41","13","S","15"
"65000V015640","2016/08/09 08:59:00","0","4","1","46","3","L","1"
"65000V015640","2016/08/09 08:59:00","0","4","1","46","3","S","1"
"65000V015640","2016/08/09 08:59:00","0","3","1","46","8","L","0"
"65000V015640","2016/08/09 08:59:00","0","3","1","46","8","S","12"
"65000V015640","2016/08/09 08:59:00","0","5","1","43","40","L","4"
"65000V015640","2016/08/09 08:59:00","0","5","1","43","40","S","23"
"65000V017200","2016/08/09 08:59:00","0","0","0","60","3","L","0"
"65000V017200","2016/08/09 08:59:00","0","0","0","60","3","S","9"
"65000V017200","2016/08/09 08:59:00","0","1","1","55","2","L","0"
"65000V017200","2016/08/09 08:59:00","0","1","1","55","2","S","7"
"65000V021150","2016/08/09 08:59:00","0","2","0","51","0","L","0"
"65000V021150","2016/08/09 08:59:00","0","2","0","51","0","S","0"
"65000V021150","2016/08/09 08:59:00","0","0","0","53","0","L","0"
"65000V021150","2016/08/09 08:59:00","0","0","0","53","0","S","0"
"65000V021150","2016/08/09 08:59:00","0","1","0","56","0","L","0"
"65000V021150","2016/08/09 08:59:00","0","1","0","56","0","S","0"
"65000V021150","2016/08/09 08:59:00","0","3","1","46","0","L","0"
"65000V021150","2016/08/09 08:59:00","0","3","1","46","0","S","0"
"65000V021150","2016/08/09 08:59:00","0","5","1","38","0","L","0"
"65000V021150","2016/08/09 08:59:00","0","5","1","38","0","S","0"
"65000V021150","2016/08/09 08:59:00","0","4","1","48","2","L","1"
"65000V021150","2016/08/09 08:59:00","0","4","1","48","2","S","0"
"65000V022250","2016/08/09 08:59:00","0","0","0","56","1","L","0"
"65000V022250","2016/08/09 08:59:00","0","0","0","56","1","S","2"
"65000V022250","2016/08/09 08:59:00","0","1","0","47","4","L","0"
"65000V022250","2016/08/09 08:59:00","0","1","0","47","4","S","7"
"65000V022250","2016/08/09 08:59:00","0","3","1","45","1","L","0"
"65000V022250","2016/08/09 08:59:00","0","3","1","45","1","S","2"
"65000V022250","2016/08/09 08:59:00","0","2","1","48","8","L","2"
"65000V022250","2016/08/09 08:59:00","0","2","1","48","8","S","11"
"65000V026110","2016/08/09 08:59:00","0","0","0","45","1","L","0"
"65000V026110","2016/08/09 08:59:00","0","0","0","45","1","S","1"
"65000V026110","2016/08/09 08:59:00","0","1","0","51","1","L","0"
