"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/12 07:24:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/12 07:24:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/12 07:24:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/12 07:24:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/12 07:24:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/12 07:24:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/12 07:24:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/12 07:24:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/12 07:24:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/12 07:24:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/12 07:24:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/12 07:24:00","3","3","1","-99","-99","S","-99"
"65000V006200","2016/08/12 07:24:00","0","1","0","60","4","L","1"
"65000V006200","2016/08/12 07:24:00","0","1","0","60","4","S","7"
"65000V006200","2016/08/12 07:24:00","0","2","0","48","6","L","1"
"65000V006200","2016/08/12 07:24:00","0","2","0","48","6","S","8"
"65000V006200","2016/08/12 07:24:00","0","0","0","46","13","L","0"
"65000V006200","2016/08/12 07:24:00","0","0","0","46","13","S","26"
"65000V008130","2016/08/12 07:24:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/12 07:24:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/12 07:24:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/12 07:24:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/12 07:24:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/12 07:24:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/12 07:24:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/12 07:24:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/12 07:24:00","0","0","0","64","3","L","2"
"65000V008940","2016/08/12 07:24:00","0","0","0","64","3","S","3"
"65000V008940","2016/08/12 07:24:00","0","1","0","70","3","L","0"
"65000V008940","2016/08/12 07:24:00","0","1","0","70","3","S","10"
"65000V008940","2016/08/12 07:24:00","0","2","0","68","5","L","3"
"65000V008940","2016/08/12 07:24:00","0","2","0","68","5","S","13"
"65000V008940","2016/08/12 07:24:00","0","5","1","67","2","L","1"
"65000V008940","2016/08/12 07:24:00","0","5","1","67","2","S","4"
"65000V008940","2016/08/12 07:24:00","0","3","1","71","2","L","0"
"65000V008940","2016/08/12 07:24:00","0","3","1","71","2","S","10"
"65000V008940","2016/08/12 07:24:00","0","4","1","63","4","L","3"
"65000V008940","2016/08/12 07:24:00","0","4","1","63","4","S","6"
"65000V009560","2016/08/12 07:24:00","0","0","0","75","0","L","0"
"65000V009560","2016/08/12 07:24:00","0","0","0","75","0","S","2"
"65000V009560","2016/08/12 07:24:00","0","1","0","55","2","L","0"
"65000V009560","2016/08/12 07:24:00","0","1","0","55","2","S","5"
"65000V009560","2016/08/12 07:24:00","0","2","1","75","0","L","0"
"65000V009560","2016/08/12 07:24:00","0","2","1","75","0","S","1"
"65000V009560","2016/08/12 07:24:00","0","3","1","65","2","L","1"
"65000V009560","2016/08/12 07:24:00","0","3","1","65","2","S","2"
"65000V009850","2016/08/12 07:24:00","3","1","0","-99","-99","L","-99"
"65000V009850","2016/08/12 07:24:00","3","1","0","-99","-99","S","-99"
"65000V009850","2016/08/12 07:24:00","3","0","0","-99","-99","L","-99"
"65000V009850","2016/08/12 07:24:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/12 07:24:00","3","0","0","-99","-99","L","-99"
"65000V010000","2016/08/12 07:24:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/12 07:24:00","3","1","0","-99","-99","L","-99"
"65000V010000","2016/08/12 07:24:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/12 07:24:00","3","3","1","-99","-99","L","-99"
